rating,text
rotten,"This exhausting parade of white people's Christmas problems offers only banality, blandness, and the most desperately unfunny sitcom hijinks imaginable."
rotten,Allen was a bit low energy for my liking but actually came off better in his more sincere scenes towards the end of the film.
rotten,"We loved him as Santa. We loved her as the hooker with a heart. We love Christmas. ... After seeing Christmas with the Kranks, all I can say is it put me in one kranky mood for the holidays over such a waste of talent!"
rotten,"Forget the 12 Days of Christmas; there are at least 12,000 ways that 2004's fascistic Christmas with the Kranks earns the honor as the worst Yuletide film ever made."
rotten,"Unoriginal, unfunny slapstick holiday fare."
rotten,Christmas With The Kranks is the sort of film that leaves you thinking Ebenezer Scrooge might have had the right idea about the festive season.
rotten,A grueling experience.
rotten,"The notion of bullying people into succumbing into the trappings of Christmas does not necessarily represent goodwill to all, and while the situations present good comic opportunities, the film ends up feeling rather manipulative and sugary."
rotten,"Some pathetically predictable plot twists and syrupy sentimentality, which could only amuse a five year-old, lead the Kranks back to their materialistic senses in time for a Kodak moment which shouts a rather shallow Merry Capitalism to all!"
fresh,A more sweet than sour satire that sets its sight on nasty but lavishly honey coated underpinnings of the holiday season.
rotten,"In any normal year this dire comedy would be the undisputed lump of coal in our psychic stocking, but coming on the heels of Surviving Christmas, it's a close second."
rotten,There is not a single lifelike character in the entire picture.
rotten,[A] comedy so broad it barely dents its targets and a patronising moral conclusion that goes against everything its protagonists originally stood for.
rotten,This isn't a wonderful life: It looks pretty hellish.
fresh,"It is a perfectly fine, inoffensive family comedy."
rotten,What better way is there to get into a festive spirit than having it crammed down your throat?
rotten,...almost had me convinced to convert to Judaism to avoid having to go through anything ever again that even remotely resembles this movie.
rotten,"Curtis is easily the most talented actress of her generation to never garner an Oscar nomination. Unfortunately, if all she keeps doing is gifting trash like this with her presence then that's the way it will always be."
rotten,Rotten Eggnog
rotten,Humbug. American families deserve a better effort than this.
rotten,Oh boy. This was a painful experience. Very painful.
rotten,This holiday comedy depicts suburbia as a place where all true individualists are treated with a nastiness not in tune with the Christmas spirit.
rotten,Makes the colossal mistake of making Luther's obsession seem almost a valid protest against conformity -- then lets the neighbors not only win but claim the moral high ground.
rotten,See Joe Roth's movie and you'll understand the true demeaning of Christmas.
rotten,"Contains momentum-halting continuity errors and clownish antics from hammy performers that will have Santa scribbling furiously on next year's ""Naughty"" list."
rotten,Below average comedy that remains watchable thanks to a likeable cast but is very low on laughs.
rotten,Imagine someone telling you the joke about the chicken crossing the road repeatedly for 98 minutes. You have now imagined this film.
rotten,Christmas with the Kranks is a lackluster holiday comedy that can't shake the ghosts of past Christmas films.
rotten,"No mínimo, uns 30 minutos poderiam ter ficado no chão da sala de edição. Ou uns 60. Aliás, para ser mais exato, 98 minutos. Esta seria a única forma de salvar este projeto."
rotten,"An abysmal failure, and I am a worse person for having seen it."
rotten,The type of grim holiday movie that reminds you of all that is noxious and insincere about the Christmas season and then chases it down with a sickly-sweet reversal.
rotten,"I'm making my list of the worst movies of the year and I'm checking it twice, and I hope to find room for this frantically unfunny disaster."
fresh,You'd have to be a Scrooge not to crack a smile during this feature.
rotten,"A nightmare vision of a theist, conformist America... It's like 'Invasion of the Body Snatchers,' except we're expected to root for the pod people."
rotten,There's a line separating holiday spirit from fascist intolerance that Christmas With the Kranks races across in its opening minutes.
rotten,"There's no doubt that the Yuletide has been overcommercialized but that's still no excuse for this miserable, lamebrained exercise in sloppy slapstick and silly stupidity."
rotten,"A dreadful movie, and if you've seen the advertisements you've already seen the laughs -- all three of them -- it has to offer."
rotten,"Christmas With the Kranks leaves you with the notion that if you're not out there spending, you're just not doing your part."
rotten,"Egregiously mediocre and flagrantly ill-conceived in every department, this is, truly, the cinematic equivalent of finding a single solitary Saltine in your stocking and a pair of old tube socks beneath the tree."
